TIMESTAMP_SEND,SENDER_ADDRESS,DESTINATION_ADDRESS,FRAME_COUNT,TEMPERATURE,HUMIDITY,RAW_MESSAGE
1618929508.1346965,3,1,14,28.299999237060547,19.100000381469727,b'\x00\x00\x00\xc0\xccL<@\x00\x00\x00\xa0\x99\x193@\xde\x9e\x08\xd9\xb9\x1f\xd8A'
1618929530.6338835,3,1,15,28.5,19.100000381469727,b'\x00\x00\x00\x00\x00\x80<@\x00\x00\x00\xa0\x99\x193@\x8c\x91\xa8\xde\xb9\x1f\xd8A'
1618929553.1345322,3,1,16,27.5,18.899999618530273,b'\x00\x00\x00\x00\x00\x80;@\x00\x00\x00`f\xe62@-\x9cH\xe4\xb9\x1f\xd8A'
1618929575.662998,3,1,17,26.700000762939453,19.0,b'\x00\x00\x00@3\xb3:@\x00\x00\x00\x00\x00\x003@\x8fn\xea\xe9\xb9\x1f\xd8A'
1618929598.1800818,3,1,18,25.399999618530273,19.899999618530273,b'\x00\x00\x00`ff9@\x00\x00\x00`f\xe63@v\x86\x8b\xef\xb9\x1f\xd8A'
1618929620.6947787,3,1,19,24.700000762939453,21.299999237060547,"b'\x00\x00\x00@3\xb38@\x00\x00\x00\xc0\xccL5@Aw,\xf5\xb9\x1f\xd8A'"
1618929643.2154596,3,1,20,24.100000381469727,22.399999618530273,b'\x00\x00\x00\xa0\x99\x198@\x00\x00\x00`ff6@\x17\xca\xcd\xfa\xb9\x1f\xd8A'
1618929665.7435112,3,1,21,22.200000762939453,22.700000762939453,b'\x00\x00\x00@336@\x00\x00\x00@3\xb36@\xb0\x95o\x00\xba\x1f\xd8A'
1618929688.2738216,3,1,22,21.799999237060547,24.399999618530273,b'\x00\x00\x00\xc0\xcc\xcc5@\x00\x00\x00`ff8@K\x86\x11\x06\xba\x1f\xd8A'
1618929710.7656724,3,1,23,21.399999618530273,25.299999237060547,b'\x00\x00\x00`ff5@\x00\x00\x00\xc0\xccL9@\xc7\x00\xb1\x0b\xba\x1f\xd8A'
1618929733.2582316,3,1,24,20.600000381469727,26.799999237060547,b'\x00\x00\x00\xa0\x99\x994@\x00\x00\x00\xc0\xcc\xcc:@\xde\x86P\x11\xba\x1f\xd8A'
1618929755.7543824,3,1,25,19.600000381469727,28.299999237060547,b'\x00\x00\x00\xa0\x99\x993@\x00\x00\x00\xc0\xccL<@\xcdG\xf0\x16\xba\x1f\xd8A'
1618929778.2475278,3,1,26,19.100000381469727,29.600000381469727,b'\x00\x00\x00\xa0\x99\x193@\x00\x00\x00\xa0\x99\x99=@\x7f\xd7\x8f\x1c\xba\x1f\xd8A'
1618929800.737556,3,1,27,18.600000381469727,32.400001525878906,"b'\x00\x00\x00\xa0\x99\x992@\x00\x00\x00@33@@\x1e4/""\xba\x1f\xd8A'"
1618929823.2354047,3,1,28,18.200000762939453,32.900001525878906,"b""\x00\x00\x00@332@\x00\x00\x00@3s@@\xdf\x10\xcf'\xba\x1f\xd8A"""
1618929845.7346888,3,1,29,16.5,33.70000076293945,b'\x00\x00\x00\x00\x00\x800@\x00\x00\x00\xa0\x99\xd9@@$\x05o-\xba\x1f\xd8A'
1618929868.2353747,3,1,30,16.0,34.70000076293945,b'\x00\x00\x00\x00\x00\x000@\x00\x00\x00\xa0\x99YA@a\x10\x0f3\xba\x1f\xd8A'
1618929890.7343347,3,1,31,16.399999618530273,37.599998474121094,b'\x00\x00\x00`ff0@\x00\x00\x00\xc0\xcc\xccB@W\xff\xae8\xba\x1f\xd8A'
1618929913.2285357,3,1,32,17.200000762939453,38.29999923706055,b'\x00\x00\x00@331@\x00\x00\x00`f&C@T\xa0N>\xba\x1f\xd8A'
1618929935.7242053,3,1,33,18.0,40.29999923706055,b'\x00\x00\x00\x00\x00\x002@\x00\x00\x00`f&D@aY\xeeC\xba\x1f\xd8A'
1618929958.2129958,3,1,34,18.399999618530273,35.099998474121094,b'\x00\x00\x00`ff2@\x00\x00\x00\xc0\xcc\x8cA@\xb9\xa1\x8dI\xba\x1f\xd8A'
1618929980.7026641,3,1,35,18.899999618530273,34.5,"b'\x00\x00\x00`f\xe62@\x00\x00\x00\x00\x00@A@s\xf8,O\xba\x1f\xd8A'"
1618930003.2401435,3,1,36,19.600000381469727,34.5,b'\x00\x00\x00\xa0\x99\x993@\x00\x00\x00\x00\x00@A@\x83^\xcfT\xba\x1f\xd8A'
1618930025.7737858,3,1,37,20.299999237060547,35.099998474121094,b'\x00\x00\x00\xc0\xccL4@\x00\x00\x00\xc0\xcc\x8cA@\xb5\x85qZ\xba\x1f\xd8A'
1618930048.3008735,3,1,38,20.899999618530273,32.099998474121094,b'\x00\x00\x00`f\xe64@\x00\x00\x00\xc0\xcc\x0c@@\x83A\x13`\xba\x1f\xd8A'
1618930070.8322463,3,1,39,21.5,30.899999618530273,b'\x00\x00\x00\x00\x00\x805@\x00\x00\x00`f\xe6>@\x86C\xb5e\xba\x1f\xd8A'
1618930093.3603218,3,1,40,22.0,28.899999618530273,b'\x00\x00\x00\x00\x00\x006@\x00\x00\x00`f\xe6<@\x83\x0fWk\xba\x1f\xd8A'
1618930115.887415,3,1,41,23.100000381469727,27.899999618530273,b'\x00\x00\x00\xa0\x99\x197@\x00\x00\x00`f\xe6;@h\xcb\xf8p\xba\x1f\xd8A'
1618930138.4161332,3,1,42,23.399999618530273,32.5,b'\x00\x00\x00`ff7@\x00\x00\x00\x00\x00@@@\xed\xa1\x9av\xba\x1f\xd8A'
1618930160.9315693,3,1,43,24.100000381469727,33.29999923706055,b'\x00\x00\x00\xa0\x99\x198@\x00\x00\x00`f\xa6@@\xd5\x9e;|\xba\x1f\xd8A'
1618930183.438854,3,1,44,25.100000381469727,32.0,b'\x00\x00\x00\xa0\x99\x199@\x00\x00\x00\x00\x00\x00@@/\x16\xdc\x81\xba\x1f\xd8A'
1618930208.472754,3,1,45,27.200000762939453,24.399999618530273,b'\x00\x00\x00@33;@\x00\x00\x00`ff8@\x9aA\x1e\x88\xba\x1f\xd8A'
1618930230.991262,3,1,46,27.399999618530273,23.600000381469727,b'\x00\x00\x00`ff;@\x00\x00\x00\xa0\x99\x997@\xd6p\xbf\x8d\xba\x1f\xd8A'
1618930253.4942057,3,1,47,25.799999237060547,21.0,b'\x00\x00\x00\xc0\xcc\xcc9@\x00\x00\x00\x00\x00\x005@\x11\xa1_\x93\xba\x1f\xd8A'
1618930278.5216835,3,1,48,25.700000762939453,23.100000381469727,b'\x00\x00\x00@3\xb39@\x00\x00\x00\xa0\x99\x197@Cc\xa1\x99\xba\x1f\xd8A'
1618930301.0225866,3,1,49,25.600000381469727,22.5,b'\x00\x00\x00\xa0\x99\x999@\x00\x00\x00\x00\x00\x806@\x0frA\x9f\xba\x1f\xd8A'
1618930323.5438073,3,1,50,25.700000762939453,22.399999618530273,b'\x00\x00\x00@3\xb39@\x00\x00\x00`ff6@\xbd\xcd\xe2\xa4\xba\x1f\xd8A'
1618930346.0646548,3,1,51,25.5,22.600000381469727,b'\x00\x00\x00\x00\x00\x809@\x00\x00\x00\xa0\x99\x996@N#\x84\xaa\xba\x1f\xd8A'
1618930368.5849898,3,1,52,25.100000381469727,23.399999618530273,b'\x00\x00\x00\xa0\x99\x199@\x00\x00\x00`ff7@yp%\xb0\xba\x1f\xd8A'
1618930391.1139193,3,1,53,23.399999618530273,23.899999618530273,b'\x00\x00\x00`ff7@\x00\x00\x00`f\xe67@tJ\xc7\xb5\xba\x1f\xd8A'
1618930413.6097481,3,1,54,20.899999618530273,25.700000762939453,b'\x00\x00\x00`f\xe64@\x00\x00\x00@3\xb39@\x1d\x06g\xbb\xba\x1f\xd8A'
1618930436.1139052,3,1,55,19.0,27.700000762939453,b'\x00\x00\x00\x00\x00\x003@\x00\x00\x00@3\xb3;@9J\x07\xc1\xba\x1f\xd8A'
1618930458.6245823,3,1,56,18.100000381469727,30.0,b'\x00\x00\x00\xa0\x99\x192@\x00\x00\x00\x00\x00\x00>@(\xf9\xa7\xc6\xba\x1f\xd8A'
1618930481.138735,3,1,57,18.100000381469727,31.799999237060547,b'\x00\x00\x00\xa0\x99\x192@\x00\x00\x00\xc0\xcc\xcc?@\t\xe1H\xcc\xba\x1f\xd8A'
1618930503.6472569,3,1,58,19.399999618530273,32.79999923706055,b'\x00\x00\x00`ff3@\x00\x00\x00`ff@@\xa8l\xe9\xd1\xba\x1f\xd8A'
1618930526.1552732,3,1,59,18.399999618530273,32.29999923706055,b'\x00\x00\x00`ff2@\x00\x00\x00`f&@@\xff\xef\x89\xd7\xba\x1f\xd8A'
1618930548.6647913,3,1,60,19.700000762939453,33.599998474121094,b'\x00\x00\x00@3\xb33@\x00\x00\x00\xc0\xcc\xcc@@\xf1\x8b*\xdd\xba\x1f\xd8A'
1618930571.1723263,3,1,61,18.0,33.79999923706055,b'\x00\x00\x00\x00\x00\x002@\x00\x00\x00`f\xe6@@e\x07\xcb\xe2\xba\x1f\xd8A'
1618930593.6765423,3,1,62,18.399999618530273,34.0,b'\x00\x00\x00`ff2@\x00\x00\x00\x00\x00\x00A@xLk\xe8\xba\x1f\xd8A'
1618930616.1839392,3,1,63,19.600000381469727,33.70000076293945,b'\x00\x00\x00\xa0\x99\x993@\x00\x00\x00\xa0\x99\xd9@@\xa9\xc5\x0b\xee\xba\x1f\xd8A'
1618930641.2248385,3,1,64,18.200000762939453,34.29999923706055,b'\x00\x00\x00@332@\x00\x00\x00`f&A@\xc1cN\xf4\xba\x1f\xd8A'
1618930663.7299511,3,1,65,18.299999237060547,34.0,b'\x00\x00\x00\xc0\xccL2@\x00\x00\x00\x00\x00\x00A@\x85\xb7\xee\xf9\xba\x1f\xd8A'
1618930686.2504587,3,1,66,17.299999237060547,35.400001525878906,b'\x00\x00\x00\xc0\xccL1@\x00\x00\x00@3\xb3A@\x84\x07\x90\xff\xba\x1f\xd8A'
1618930708.7720509,3,1,67,16.600000381469727,36.400001525878906,b'\x00\x00\x00\xa0\x99\x990@\x00\x00\x00@33B@Hi1\x05\xbb\x1f\xd8A'
1618930731.2945096,3,1,68,16.100000381469727,37.29999923706055,b'\x00\x00\x00\xa0\x99\x190@\x00\x00\x00`f\xa6B@?\xd9\xd2\n\xbb\x1f\xd8A'
1618930753.813709,3,1,69,17.5,38.0,b'\x00\x00\x00\x00\x00\x801@\x00\x00\x00\x00\x00\x00C@\xcf\x13t\x10\xbb\x1f\xd8A'
1618930776.3198504,3,1,70,18.700000762939453,37.400001525878906,b'\x00\x00\x00@3\xb32@\x00\x00\x00@3\xb3B@nx\x14\x16\xbb\x1f\xd8A'
1618930798.817439,3,1,71,19.600000381469727,35.599998474121094,b'\x00\x00\x00\xa0\x99\x993@\x00\x00\x00\xc0\xcc\xccA@\xecP\xb4\x1b\xbb\x1f\xd8A'
1618930821.3147712,3,1,72,19.100000381469727,34.5,b'\x00\x00\x00\xa0\x99\x193@\x00\x00\x00\x00\x00@A@6%T!\xbb\x1f\xd8A'
1618930843.8095498,3,1,73,18.399999618530273,34.20000076293945,b'\x00\x00\x00`ff2@\x00\x00\x00\xa0\x99\x19A@\xaa\xcf\xf3&\xbb\x1f\xd8A'
1618930866.3046958,3,1,74,18.600000381469727,33.900001525878906,"b'\x00\x00\x00\xa0\x99\x992@\x00\x00\x00@3\xf3@@#\x80\x93,\xbb\x1f\xd8A'"
1618930888.7978084,3,1,75,18.899999618530273,32.70000076293945,b'\x00\x00\x00`f\xe62@\x00\x00\x00\xa0\x99Y@@K\x0f32\xbb\x1f\xd8A'
1618930911.292454,3,1,76,19.600000381469727,32.400001525878906,b'\x00\x00\x00\xa0\x99\x993@\x00\x00\x00@33@@\x91\xb7\xd27\xbb\x1f\xd8A'
1618931472.4434865,3,1,1,19.700000762939453,33.29999923706055,b'\x00\x00\x00@3\xb33@\x00\x00\x00`f\xa6@@\x15b\x1c\xc4\xbb\x1f\xd8A'
1618931494.9558325,3,1,2,25.799999237060547,21.299999237060547,"b'\x00\x00\x00\xc0\xcc\xcc9@\x00\x00\x00\xc0\xccL5@\\,\xbd\xc9\xbb\x1f\xd8A'"
1618931517.4836218,3,1,3,25.700000762939453,21.600000381469727,b'\x00\x00\x00@3\xb39@\x00\x00\x00\xa0\x99\x995@\xa9\xf3^\xcf\xbb\x1f\xd8A'
1618931540.013156,3,1,4,25.299999237060547,21.5,b'\x00\x00\x00\xc0\xccL9@\x00\x00\x00\x00\x00\x805@\x8c\xd7\x00\xd5\xbb\x1f\xd8A'
1618931562.5409772,3,1,5,26.5,22.5,b'\x00\x00\x00\x00\x00\x80:@\x00\x00\x00\x00\x00\x806@_\x9f\xa2\xda\xbb\x1f\xd8A'
1618931590.132318,3,1,6,25.399999618530273,23.299999237060547,b'\x00\x00\x00`ff9@\x00\x00\x00\xc0\xccL7@\xe6w\x88\xe1\xbb\x1f\xd8A'
1618931612.6254172,3,1,7,25.299999237060547,22.899999618530273,b'\x00\x00\x00\xc0\xccL9@\x00\x00\x00`f\xe66@\xd6\x06(\xe7\xbb\x1f\xd8A'
1618931635.1611402,3,1,8,24.299999237060547,24.299999237060547,b'\x00\x00\x00\xc0\xccL8@\x00\x00\x00\xc0\xccL8@\x1fP\xca\xec\xbb\x1f\xd8A'
1618931657.695194,3,1,9,24.700000762939453,25.799999237060547,b'\x00\x00\x00@3\xb38@\x00\x00\x00\xc0\xcc\xcc9@\x0f~l\xf2\xbb\x1f\xd8A'
1618931680.2222023,3,1,10,25.299999237060547,25.700000762939453,b'\x00\x00\x00\xc0\xccL9@\x00\x00\x00@3\xb39@\x908\x0e\xf8\xbb\x1f\xd8A'
1618931702.747705,3,1,11,25.0,24.399999618530273,b'\x00\x00\x00\x00\x00\x009@\x00\x00\x00`ff8@f\xda\xaf\xfd\xbb\x1f\xd8A'
1618931725.2647693,3,1,12,25.600000381469727,24.700000762939453,b'\x00\x00\x00\xa0\x99\x999@\x00\x00\x00@3\xb38@\xfb\xf1P\x03\xbc\x1f\xd8A'
1618931747.7772818,3,1,13,25.700000762939453,23.799999237060547,b'\x00\x00\x00@3\xb39@\x00\x00\x00\xc0\xcc\xcc7@\xfc\xbe\xf1\x08\xbc\x1f\xd8A'
1618931770.2866266,3,1,14,25.799999237060547,23.299999237060547,b'\x00\x00\x00\xc0\xcc\xcc9@\x00\x00\x00\xc0\xccL7@\x17X\x92\x0e\xbc\x1f\xd8A'
1618931792.783462,3,1,15,26.299999237060547,24.200000762939453,b'\x00\x00\x00\xc0\xccL:@\x00\x00\x00@338@>$2\x14\xbc\x1f\xd8A'
1618931815.279964,3,1,16,26.399999618530273,22.399999618530273,b'\x00\x00\x00`ff:@\x00\x00\x00`ff6@\xee\xea\xd1\x19\xbc\x1f\xd8A'
1618931837.7755482,3,1,17,27.0,23.5,b'\x00\x00\x00\x00\x00\x00;@\x00\x00\x00\x00\x00\x807@\x95\xa2q\x1f\xbc\x1f\xd8A'
1618931860.2644248,3,1,18,26.100000381469727,20.100000381469727,b'\x00\x00\x00\xa0\x99\x19:@\x00\x00\x00\xa0\x99\x194@V\xec\x10%\xbc\x1f\xd8A'
1618931882.7558198,3,1,19,26.200000762939453,20.200000762939453,b'\x00\x00\x00@33:@\x00\x00\x00@334@Z_\xb0*\xbc\x1f\xd8A'
1618931905.2487423,3,1,20,26.600000381469727,22.100000381469727,b'\x00\x00\x00\xa0\x99\x99:@\x00\x00\x00\xa0\x99\x196@e\xebO0\xbc\x1f\xd8A'
1618931927.7435195,3,1,21,26.5,21.700000762939453,b'\x00\x00\x00\x00\x00\x80:@\x00\x00\x00@3\xb35@\xd3\x95\xef5\xbc\x1f\xd8A'
1618931950.2415056,3,1,22,26.899999618530273,22.0,b'\x00\x00\x00`f\xe6:@\x00\x00\x00\x00\x00\x006@\xd4t\x8f;\xbc\x1f\xd8A'
1618931972.740498,3,1,23,26.700000762939453,21.5,b'\x00\x00\x00@3\xb3:@\x00\x00\x00\x00\x00\x805@Rd/A\xbc\x1f\xd8A'
1618931995.2431893,3,1,24,27.799999237060547,21.5,b'\x00\x00\x00\xc0\xcc\xcc;@\x00\x00\x00\x00\x00\x805@j\x90\xcfF\xbc\x1f\xd8A'
1618932017.7540057,3,1,25,27.0,21.899999618530273,b'\x00\x00\x00\x00\x00\x00;@\x00\x00\x00`f\xe65@\xa1ApL\xbc\x1f\xd8A'
1618932040.2614732,3,1,26,26.0,21.700000762939453,b'\x00\x00\x00\x00\x00\x00:@\x00\x00\x00@3\xb35@\xfa\xbb\x10R\xbc\x1f\xd8A'
1618932062.7690525,3,1,27,26.200000762939453,21.200000762939453,b'\x00\x00\x00@33:@\x00\x00\x00@335@(8\xb1W\xbc\x1f\xd8A'
1618932087.81602,3,1,28,25.799999237060547,22.399999618530273,b'\x00\x00\x00\xc0\xcc\xcc9@\x00\x00\x00`ff6@\xac9\xf4]\xbc\x1f\xd8A'
1618932110.3157485,3,1,29,25.700000762939453,22.0,b'\x00\x00\x00@3\xb39@\x00\x00\x00\x00\x00\x006@95\x94c\xbc\x1f\xd8A'
1618932132.8304057,3,1,30,26.299999237060547,22.600000381469727,b'\x00\x00\x00\xc0\xccL:@\x00\x00\x00\xa0\x99\x996@^%5i\xbc\x1f\xd8A'
1618932155.3389091,3,1,31,25.399999618530273,22.299999237060547,b'\x00\x00\x00`ff9@\x00\x00\x00\xc0\xccL6@\xb0\xb0\xd5n\xbc\x1f\xd8A'
1618932177.8465495,3,1,32,26.0,22.799999237060547,b'\x00\x00\x00\x00\x00\x00:@\x00\x00\x00\xc0\xcc\xcc6@\xde-vt\xbc\x1f\xd8A'
1618932200.353251,3,1,33,26.799999237060547,23.100000381469727,b'\x00\x00\x00\xc0\xcc\xcc:@\x00\x00\x00\xa0\x99\x197@\xaa\x9b\x16z\xbc\x1f\xd8A'
1618932222.854936,3,1,34,27.100000381469727,23.5,b'\x00\x00\x00\xa0\x99\x19;@\x00\x00\x00\x00\x00\x807@E\xb7\xb6\x7f\xbc\x1f\xd8A'
1618932245.3440151,3,1,35,27.299999237060547,22.700000762939453,b'\x00\x00\x00\xc0\xccL;@\x00\x00\x00@3\xb36@X\x04V\x85\xbc\x1f\xd8A'
1618932267.845702,3,1,36,26.5,22.100000381469727,b'\x00\x00\x00\x00\x00\x80:@\x00\x00\x00\xa0\x99\x196@\xfb\x1f\xf6\x8a\xbc\x1f\xd8A'
1618932290.3471918,3,1,37,25.299999237060547,22.600000381469727,b'\x00\x00\x00\xc0\xccL9@\x00\x00\x00\xa0\x99\x996@d8\x96\x90\xbc\x1f\xd8A'
1618932312.8585482,3,1,38,24.899999618530273,23.5,b'\x00\x00\x00`f\xe68@\x00\x00\x00\x00\x00\x807@t\xf26\x96\xbc\x1f\xd8A'
1618932335.3575356,3,1,39,25.399999618530273,23.700000762939453,b'\x00\x00\x00`ff9@\x00\x00\x00@3\xb37@\xdd\xe1\xd6\x9b\xbc\x1f\xd8A'
1618932357.8866665,3,1,40,25.799999237060547,24.100000381469727,b'\x00\x00\x00\xc0\xcc\xcc9@\x00\x00\x00\xa0\x99\x198@%\xbfx\xa1\xbc\x1f\xd8A'
1618932380.3930492,3,1,41,25.700000762939453,22.899999618530273,"b""\x00\x00\x00@3\xb39@\x00\x00\x00`f\xe66@\xb8'\x19\xa7\xbc\x1f\xd8A"""
1618932402.895569,3,1,42,25.600000381469727,23.0,b'\x00\x00\x00\xa0\x99\x999@\x00\x00\x00\x00\x00\x007@\x01Q\xb9\xac\xbc\x1f\xd8A'
1618932425.4035363,3,1,43,26.100000381469727,23.299999237060547,b'\x00\x00\x00\xa0\x99\x19:@\x00\x00\x00\xc0\xccL7@\x8a\xd3Y\xb2\xbc\x1f\xd8A'
1618932447.9061272,3,1,44,26.5,22.700000762939453,b'\x00\x00\x00\x00\x00\x80:@\x00\x00\x00@3\xb36@\xfd\xfd\xf9\xb7\xbc\x1f\xd8A'
1618932470.4072576,3,1,45,26.600000381469727,23.200000762939453,b'\x00\x00\x00\xa0\x99\x99:@\x00\x00\x00@337@\x82\x10\x9a\xbd\xbc\x1f\xd8A'
1618932492.9088635,3,1,46,26.799999237060547,22.700000762939453,b'\x00\x00\x00\xc0\xcc\xcc:@\x00\x00\x00@3\xb36@\xd2*:\xc3\xbc\x1f\xd8A'
1618932515.4193058,3,1,47,25.700000762939453,23.299999237060547,b'\x00\x00\x00@3\xb39@\x00\x00\x00\xc0\xccL7@\xe8\xd5\xda\xc8\xbc\x1f\xd8A'
1618932537.9276822,3,1,48,25.899999618530273,24.200000762939453,b'\x00\x00\x00`f\xe69@\x00\x00\x00@338@%_{\xce\xbc\x1f\xd8A'
1618932560.4331927,3,1,49,25.600000381469727,24.899999618530273,b'\x00\x00\x00\xa0\x99\x999@\x00\x00\x00`f\xe68@n\xb9\x1b\xd4\xbc\x1f\xd8A'
1618932582.9394543,3,1,50,25.700000762939453,24.399999618530273,b'\x00\x00\x00@3\xb39@\x00\x00\x00`ff8@\x05 \xbc\xd9\xbc\x1f\xd8A'
1618932605.4462516,3,1,51,24.100000381469727,23.700000762939453,b'\x00\x00\x00\xa0\x99\x198@\x00\x00\x00@3\xb37@c\x8f\\\xdf\xbc\x1f\xd8A'
1618932627.9596868,3,1,52,23.899999618530273,24.799999237060547,b'\x00\x00\x00`f\xe67@\x00\x00\x00\xc0\xcc\xcc8@\x82k\xfd\xe4\xbc\x1f\xd8A'
1618932650.4757,3,1,53,23.5,25.700000762939453,b'\x00\x00\x00\x00\x00\x807@\x00\x00\x00@3\xb39@\xdeq\x9e\xea\xbc\x1f\xd8A'
1618932672.9817913,3,1,54,22.899999618530273,25.799999237060547,b'\x00\x00\x00`f\xe66@\x00\x00\x00\xc0\xcc\xcc9@\xab\xd5>\xf0\xbc\x1f\xd8A'
1618932695.492081,3,1,55,23.600000381469727,26.299999237060547,b'\x00\x00\x00\xa0\x99\x997@\x00\x00\x00\xc0\xccL:@A~\xdf\xf5\xbc\x1f\xd8A'
1618932718.0077777,3,1,56,23.799999237060547,26.399999618530273,b'\x00\x00\x00\xc0\xcc\xcc7@\x00\x00\x00`ff:@n\x7f\x80\xfb\xbc\x1f\xd8A'
1618932740.5211222,3,1,57,23.700000762939453,26.299999237060547,b'\x00\x00\x00@3\xb37@\x00\x00\x00\xc0\xccL:@\x11Z!\x01\xbd\x1f\xd8A'
1618932763.0343213,3,1,58,22.899999618530273,26.200000762939453,b'\x00\x00\x00`f\xe66@\x00\x00\x00@33:@R2\xc2\x06\xbd\x1f\xd8A'
1618932785.5466712,3,1,59,23.399999618530273,26.399999618530273,b'\x00\x00\x00`ff7@\x00\x00\x00`ff:@\xa9\xfcb\x0c\xbd\x1f\xd8A'
1618932808.0666835,3,1,60,24.299999237060547,26.5,b'\x00\x00\x00\xc0\xccL8@\x00\x00\x00\x00\x00\x80:@\x8bD\x04\x12\xbd\x1f\xd8A'
1618932830.5857837,3,1,61,23.200000762939453,25.799999237060547,b'\x00\x00\x00@337@\x00\x00\x00\xc0\xcc\xcc9@{}\xa5\x17\xbd\x1f\xd8A'
1618932853.106177,3,1,62,23.899999618530273,26.100000381469727,b'\x00\x00\x00`f\xe67@\x00\x00\x00\xa0\x99\x19:@\x9b\xcbF\x1d\xbd\x1f\xd8A'
1618932878.1581252,3,1,63,22.5,26.100000381469727,b'\x00\x00\x00\x00\x00\x806@\x00\x00\x00\xa0\x99\x19:@\xb9\x1e\x8a#\xbd\x1f\xd8A'
1618932900.6552954,3,1,64,22.399999618530273,25.600000381469727,b'\x00\x00\x00`ff6@\x00\x00\x00\xa0\x99\x999@\\\xf0))\xbd\x1f\xd8A'
1618932923.1784806,3,1,65,22.200000762939453,25.5,b'\x00\x00\x00@336@\x00\x00\x00\x00\x00\x809@:l\xcb.\xbd\x1f\xd8A'
1618932945.7043114,3,1,66,21.5,26.5,b'\x00\x00\x00\x00\x00\x805@\x00\x00\x00\x00\x00\x80:@p\x13m4\xbd\x1f\xd8A'
1618932968.227474,3,1,67,23.299999237060547,28.399999618530273,b'\x00\x00\x00\xc0\xccL7@\x00\x00\x00`ff<@\xef\x8e\x0e:\xbd\x1f\xd8A'
1618932990.7419991,3,1,68,23.100000381469727,26.5,b'\x00\x00\x00\xa0\x99\x197@\x00\x00\x00\x00\x00\x80:@\xea|\xaf?\xbd\x1f\xd8A'
1618933013.2438147,3,1,69,23.5,27.200000762939453,b'\x00\x00\x00\x00\x00\x807@\x00\x00\x00@33;@\xa9\x9aOE\xbd\x1f\xd8A'
1618933035.769428,3,1,70,24.0,27.899999618530273,b'\x00\x00\x00\x00\x00\x008@\x00\x00\x00`f\xe6;@O>\xf1J\xbd\x1f\xd8A'
1618933058.284628,3,1,71,24.0,26.0,b'\x00\x00\x00\x00\x00\x008@\x00\x00\x00\x00\x00\x00:@X7\x92P\xbd\x1f\xd8A'
1618933080.7945304,3,1,72,24.100000381469727,25.899999618530273,b'\x00\x00\x00\xa0\x99\x198@\x00\x00\x00`f\xe69@\x96\xd92V\xbd\x1f\xd8A'
1618933103.3114107,3,1,73,22.799999237060547,25.0,"b""\x00\x00\x00\xc0\xcc\xcc6@\x00\x00\x00\x00\x00\x009@'\xee\xd3[\xbd\x1f\xd8A"""
